texto_acordao,
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, ressalvando o posicionamento pessoal do Conselheiro Carlos Thompson Costa Fernandes – quanto à existência de eventual violação das exigências constitucionais e legais aplicáveis à espécie, as quais são objeto do Processo de apuração de responsabilidade nº 015515/2015-TC  –, que aderiu, em atenção ao princípio da colegialidade, à ilustrada maioria e à jurisprudência deste Tribunal, consolidada inclusive na Súmula nº 26-TCE, e, concordando em parte com o Corpo Instrutivo e com o MPC – que se manifestaram pelo registro com outro fundamento –, com fulcro nos fundamentos dantes explanados, e acolhendo integralmente o voto do Conselheiro Relator,  julgar:
a)	pelo REGISTRO excepcional do ato de admissão em apreço, com supedâneo nos artigos 71, inciso III, da Constituição Federal, e 53, inciso III, da Constituição Estadual, e nos termos da Súmula nº 26 desta Corte de Contas;
b)	após o trânsito em julgado, ao Arquivo Geral. ",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando integralmente com o Corpo Instrutivo e parecer do Ministério Público Especial, acolhendo integralmente o voto do Conselheiro Relator, julgar pelo registro tácito do ato de pensão em apreço, por força da incidência da tese fixada pelo STF no julgamento do RE 636.553 (Tema 445 de Repercussão Geral), uma vez que transcorreu um prazo de mais de 5 (cinco) anos do ingresso destes autos nesta Corte de Contas, com o posterior arquivamento do presente processo, sem prejuízo do Corpo Técnico dessa Corte adotar as providências para eventual revisão de ofício. ",
"Vistos, relatados e discutidos estes autos, discordando do MPC, porém concordando com a última Informação do Corpo Técnico, ACORDAM os Conselheiros, à unanimidade, nos termos do voto-vista proferido pelo Excelentíssimo Conselheiro Antonio Ed Souza Santana que foi acompanhado pelo Conselheiro Relator Renato Costa Dias, julgar nos seguintes termos:

a)	REGISTRO TÁCITO do ato concessivo da pensão por morte em apreço; 

b)	Intimação do Instituto de Previdência do Município de Coronel João Pessoa – CORONELPREV acerca da decisão.
",
"Vistos, relatados e discutidos estes autos, concordando com a Informação da DAP e com o Parecer do MPC, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo conhecimento do recurso para, no mérito, NEGAR-LHE PROVIMENTO, mantendo-se, em todos os seus termos, a Decisão nº 788/2020-TC.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com a manifestação da DAP, com o Parecer do MPC e acolhendo integralmente o voto do Conselheiro Relator, julgar:

a)	pela DENEGAÇÃO do registro do ato concessivo de aposentadoria sob análise;
b)	pela determinação à autoridade responsável pelo MACAUPREV, após o trânsito em julgado, para que no prazo de 60 dias úteis, de acordo com o inteiro teor desta Decisão, adote as providências abaixo descritas, sob pena de responsabilidade da autoridade administrativa:
•	juntar ao presente feito os seguintes documentos:
a) histórico funcional completo; 
b) mapeamento do tempo de contribuição; 
c) apostila de cálculo do benefício previdenciário de forma detalhada; 
d) ato original e comprovação da publicação do ato concessivo em meio oficial de divulgação; 
e) comprovação das remunerações de contribuição; 
f) fichas financeiras relativas à última remuneração, ao primeiro e ao último dos meses após a implantação do benefício; 
g) base legal que permitiu o servidor passar do emprego de servente (página 19, evento 01) para gari (página 20, evento 01); 
h) laudo técnico das condições ambientais de trabalho na íntegra; 
i) certidão de regularidade emitida pelo controle interno.

c)	pela INTIMAÇÃO da supracitada AUTORIDADE COMPETENTE, a fim de tomar conhecimento desta Decisão.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com a manifestação da DAP, com o Parecer do MPC, e acolhendo integralmente o voto do Conselheiro Relator, julgar:

a)	pela DENEGAÇÃO do registro do ato concessivo de aposentadoria sob análise;
b)	pela determinação à autoridade responsável pelo MACAUPREV, após o trânsito em julgado, para que no prazo de 60 dias úteis, de acordo com o inteiro teor desta Decisão, adote as providências abaixo descritas, sob pena de responsabilidade da autoridade administrativa:
•	juntar ao presente feito os seguintes documentos:
a) histórico funcional da segurada; 
b) declaração da segurada, negativa de acumulação ilícita com remuneração e/ou benefício; 
c) comprovação de inexistência de pendência disciplinar; 
d) comprovação do efetivo exercício em função de magistério; 
e) mapeamento do tempo de contribuição; 
f) ato concessivo original e sua publicação em meio oficial de divulgação; 
g) atos administrativos concessivos da gratificação por título e da regência e suas respectivas publicações; 
h) apostila de cálculo do benefício previdenciário de forma detalhada; 
i) comprovação das remunerações de contribuição e o seu cálculo no caso de aposentadoria pela média; 
j) fichas financeiras relativas à última remuneração, ao primeiro e ao último dos meses após a implantação do benefício; 
k) parecer jurídico na íntegra; 
l) certidão de regularidade emitida pelo controle interno.

c)	pela INTIMAÇÃO da supracitada AUTORIDADE COMPETENTE, a fim de tomar conhecimento desta Decisão.",
"Vistos, relatados e discutidos estes autos, convergindo com a Informação do Corpo Técnico e divergindo parcialmente do Parecer do MPC – que sugeriu o desprovimento do presente Apelo –, com fulcro nos fundamentos dantes expostos, ACORDAM os Conselheiros, nos termos do voto proferido pelo Conselheiro Relator, julgar pelo conhecimento do Recurso para, no mérito, dar-lhe PARCIAL PROVIMENTO, somente quanto ao saneamento da irregularidade na certidão de tempo de contribuição, mantendo-se, consequentemente, incólume os demais tópicos da Decisão nº 2578/2021-TC. ",
"Vistos, relatados e discutidos estes autos, ACORDAM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, divergindo parcialmente do Corpo Instrutivo e do MPC – uma vez que se manifestaram pelo registro do ato com fundamento diverso –, julgar pelo registro excepcional do ato de admissão, com fundamento na Súmula nº 26-TCE, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator. ",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, divergindo em parte da manifestação da DAP e do Parecer do MPC – vez que se manifestaram pelo registro com fundamento diverso –, julgar pelo REGISTRO do ato concessivo de aposentadoria, em observância à modulação de efeitos realizada no Tema 1254 de Repercussão Geral efetivada pelo STF, bem como aplicando em parte o disposto na Consulta nº 300762/2023-TC, desta Corte de Contas, para fins de modulação dos respectivos efeitos – excetuando somente o trecho que prevê requisitos especificados nos mencionados itens “a” e “b” da Nota Técnica nº 001/2024 SECEX/TCE-RN, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, divergindo em parte da manifestação da DAP e do Parecer do MPC – vez que se manifestaram pelo registro com fundamento diverso –, julgar pelo REGISTRO do ato concessivo de aposentadoria, em observância à modulação de efeitos realizada no Tema 1254 de Repercussão Geral efetivada pelo STF, bem como aplicando em parte o disposto na Consulta nº 300762/2023-TC, desta Corte de Contas, para fins de modulação dos respectivos efeitos – excetuando somente o trecho que prevê requisitos especificados nos mencionados itens “a” e “b” da Nota Técnica nº 001/2024 SECEX/TCE-RN, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, divergindo em parte da manifestação da DAP e do Parecer do MPC – vez que se manifestaram pelo registro com fundamento diverso –, julgar pelo REGISTRO do ato concessivo de aposentadoria, em observância à modulação de efeitos realizada no Tema 1254 de Repercussão Geral efetivada pelo STF, bem como aplicando em parte o disposto na Consulta nº 300762/2023-TC, desta Corte de Contas, para fins de modulação dos respectivos efeitos – excetuando somente o trecho que prevê requisitos especificados nos mencionados itens “a” e “b” da Nota Técnica nº 001/2024 SECEX/TCE-RN, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, convergindo com a manifestação da DAP e do Parecer do MPC, julgar pelo REGISTRO do ato concessivo de aposentadoria, em observância à modulação de efeitos realizada no Tema 1254 de Repercussão Geral efetivada pelo STF e nos autos da ADI nº 0811555-46.2023.8.20.0000, do TJ/RN, bem como aplicando em parte o disposto na Consulta nº 300762/2023-TC, desta Corte de Contas, para fins de modulação dos respectivos efeitos – excetuando somente o trecho que prevê requisitos especificados nos mencionados itens “a” e “b” da Nota Técnica nº 001/2024 SECEX/TCE-RN, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, convergindo com a manifestação da DAP e do Parecer do MPC, julgar pelo REGISTRO do ato concessivo de aposentadoria, em observância à modulação de efeitos realizada no Tema 1254 de Repercussão Geral efetivada pelo STF e nos autos da ADI nº 0811555-46.2023.8.20.0000, do TJ/RN, bem como aplicando em parte o disposto na Consulta nº 300762/2023-TC, desta Corte de Contas, para fins de modulação dos respectivos efeitos – excetuando somente o trecho que prevê requisitos especificados nos mencionados itens “a” e “b” da Nota Técnica nº 001/2024 SECEX/TCE-RN, e arquivamento dos autos após trânsito em julgado da decisão colegiada, nos termos do voto do Conselheiro Relator.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade ,concordando com o Corpo Técnico e com o Ministério Público de Contas, e acolhendo integralmente o voto do Conselheiro Relator, julgar pelo reconhecimento da prescrição quinquenal das pretensões punitiva e ressarcitória do Tribunal de Contas, com fulcro no art. 111, caput, da LC 464/2012, com o consequente arquivamento do processo. 
Deixa-se de encaminhar cópias destes autos ao Ministério Público Estadual, haja vista não haver nos autos a indicação da ocorrência de impropriedades, sejam elas de cunho formal ou material. 
Além disso, o Controle Interno da SESAP e a Controladoria Geral do Estado opinaram pela licitude do certame, como se verifica à fl. 73, do evento 2.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, por maioria, discordando em parte da manifestação da DAP e do Parecer do MPC – vez que se manifestaram pelo registro com fundamento diverso –, bem como ressalvado o entendimento pessoal do Conselheiro Relator Carlos Thompson Costa Fernandes acerca da inconstitucionalidade flagrante apurada neste processo, em cumprimento aos comandos da modulação de efeitos efetivada no Tema 1254 de Repercussão Geral da Suprema Corte, e da decisão judicial proferida nos autos do Agravo Regimental na Reclamação 65997/RN, pelo STF, este que aderiu parcialmente, em homenagem ao princípio da colegialidade, à ilustrada maioria desta Corte de Contas, nos moldes dispostos na referida Consulta nº 300762/2023-TC – deixando de aplicar tão somente a sua parte que exige o preenchimento de requisitos especificados nos mencionados itens “a” e “b” da Nota Técnica nº 001/2024 SECEX/TCE-RN, que não se adequam ao parâmetro definindo na modulação de efeitos do Tema 1254 de Repercussão Geral efetivada pelo STF –, com fulcro nos fundamentos jurídicos dantes explanados, e acolhendo integralmente o voto do Conselheiro Relator, julgar:

a)	pelo REGISTRO do ato concessivo de aposentadoria sob análise, em observância à modulação de efeitos realizada no Tema 1254 de Repercussão Geral efetivada pelo STF, bem como aplicando em parte o quanto disposto na aludida Consulta nº 300762/2023-TC, desta Corte de Contas, para fins de modulação dos respectivos efeitos – excetuando somente o seu trecho que prevê requisitos especificados nos mencionados itens “a” e “b” da Nota Técnica nº 001/2024 SECEX/TCE-RN;

b)	após o trânsito em julgado, ao Arquivo Geral. 

Vencidos os Excelentíssimos Conselheiros George Montenegro Soares, que divergiu parcialmente apenas quanto à fundamentação legal, e Francisco Potiguar Cavalcanti Júnior, que acompanhou o voto divergente.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, convergindo com a Informação do Corpo Técnico da DAP  e com o Parecer do MPC, em cumprimento aos comandos do Supremo Tribunal Federal em sede do referido Tema 445 de Repercussão Geral, e com fulcro nos fundamentos dantes expostos, e acolhendo integralmente o voto do Conselheiro Relator, julgar:
a)	pelo REGISTRO tácito do ato concessivo de aposentadoria em apreço;
b)	após o trânsito em julgado, ao Arquivo Geral. 
",
