token,label_original,label_sugerido,confianca,sentenca_idx,contexto
de,O,I-MULTA,0.914327804421106,464,"e 2º semestres de 2009, a fim"
R$,O,I-RESSARCIMENTO,0.9396960647349996,787,"do valor de R$ 37.379,78 (trinta e"
"erário,",O,I-RESSARCIMENTO,0.9004705894445454,831,"de ressarcir ao erário, do valor de"
a,O,I-RECOMENDACAO,0.9327291397318234,107,procedimentos com vistas a impedir a consumação
conforme,O,I-MULTA,0.9466136779421037,196,"seus vencimentos anuais, conforme previsão do artigo"
que,O,I-RESSARCIMENTO,0.9092507027915191,831,"de R$ 2.900,00, que se refere à"
gestão,O,I-RECOMENDACAO,0.7935166146712025,736,Recomendação à atual gestão da Prefeitura de
Externo,O,I-RECOMENDACAO,0.9338875435091301,142,Secretaria de Controle Externo – SECEX desta
origem,I-OBRIGACAO,O,0.8813937091775494,779,"do órgão de origem para que, em"
no,I-RECOMENDACAO,I-OBRIGACAO,0.9149509241641622,543,de monitoramento aportado no Evento 40); III
o,O,I-RESSARCIMENTO,0.8288592613717952,807,"Federal combinado com o artigo 78, incisos"
para,O,I-OBRIGACAO,0.7314720221609895,528,Tribunal um plano para enfrentamento e eliminação
procedimentos,O,I-RECOMENDACAO,0.9300808835697884,92,"Contas, que adote procedimentos com vistas a"
de,O,I-RECOMENDACAO,0.9326645666111091,107,recomende à Secretaria de Controle Externo –
Técnicas,O,I-RECOMENDACAO,0.9313982041668567,107,prescrição nas Unidades Técnicas a ela vinculadas;
Unidades,O,I-RECOMENDACAO,0.9323561153889685,107,de prescrição nas Unidades Técnicas a ela
da,O,I-RESSARCIMENTO,0.7613322560612268,807,Aribaldo Filho (presidente da comissão de recebimento
c),I-MULTA,O,0.8415339605904085,577,semestre de 2012; c) Multa de R$
SECEX,O,I-RECOMENDACAO,0.9111568137683606,142,Controle Externo – SECEX desta Corte de
ela,O,I-RECOMENDACAO,0.9322310293956091,107,"Unidades Técnicas a ela vinculadas; Por fim,"
Externo,O,I-RECOMENDACAO,0.936304594106704,767,Secretaria de Controle Externo – SECEX deste
Municipal,I-RECOMENDACAO,O,0.9511876573140557,638,referência pelo Ente Municipal em epígrafe.
Secretaria,O,I-RECOMENDACAO,0.9327582566690552,92,se recomende à Secretaria de Controle Externo
da,O,I-OBRIGACAO,0.9310684929121227,629,do vencimento básico da parte interessada em
integralmente,O,I-RESSARCIMENTO,0.9192280952094496,792,dever de ressarcir integralmente o erário Municipal
"464/2012,",I-OBRIGACAO,O,0.9101033674803275,616,"da LCE nº 464/2012, cientificando o Parquet"
pelo,O,I-OBRIGACAO,0.9281923834707302,628,ao erário causado pelo descumprimento do Decisum
pelo,O,I-OBRIGACAO,0.9264968412648642,629,"à autoridade responsável pelo OURO BRANCOPREV, para"
mil,I-OBRIGACAO,I-RESSARCIMENTO,0.843285314223403,818,(cento e dezoito mil quatrocentos e vinte
e,O,I-MULTA,0.8975321250646006,716,"R$ 1.100,00 (mil e cem reais), em"
a,O,I-RECOMENDACAO,0.9338169500241281,767,"se evite, assim, a ocorrência de prescrição"
gestor,O,I-OBRIGACAO,0.932332304737834,202,"multa diária ao gestor responsável, nos termos"
aprovação,I-OBRIGACAO,O,0.9391993772187915,671,do concurso de aprovação da servidora para
TCE/RN;,O,I-MULTA,0.7875174285465191,675,"cento) para o TCE/RN; (b) em 2025,"
atraso,O,I-MULTA,0.7678923888795056,464,"ofício, quanto ao atraso no envio dos"
ces-sar,I-OBRIGACAO,O,0.9070133434407919,226,"regularizadoras cabíveis, fazendo ces-sar todo e qualquer"
ilegal,O,I-OBRIGACAO,0.4838667581761747,700,controlar o acúmulo ilegal de cargos públicos;
Externo,O,I-RECOMENDACAO,0.9298936009527816,92,Secretaria de Controle Externo – SECEX desta
Técnicas,O,I-RECOMENDACAO,0.9315033425084196,253,prescrição nas Unidades Técnicas a ela vinculadas.
de,O,I-RECOMENDACAO,0.9189051077803982,142,recomende à Secretaria de Controle Externo –
vez,O,I-OBRIGACAO,0.8520770885655008,628,"nele proferido, uma vez que tal medida"
nove,O,I-RESSARCIMENTO,0.8118388758795173,787,e setenta e nove reais e setenta
vistas,O,I-RECOMENDACAO,0.9259593682093006,92,adote procedimentos com vistas a impedir a
ao,O,I-OBRIGACAO,0.8007124103469334,528,ao Município e ao gestor responsável no
nos,I-RESSARCIMENTO,O,0.9204130769639949,856,"irregularidade das contas, nos termos do art."
do,O,I-OBRIGACAO,0.9306428704859028,202,"Contas para análise do feito, sob pena"
"1.100,00",O,I-MULTA,0.9389220992516263,716,"total de R$ 1.100,00 (mil e cem"
Norte,I-RECOMENDACAO,O,0.8833535398484671,636,Rio Grande do Norte com vistas a
do,I-MULTA,O,0.9502616623331168,93,que afasta aplicação do art. 107 §
conforme,I-MULTA,O,0.8407228034660649,858,"de guias bancárias, conforme determina os arts."
ordenadores,I-OBRIGACAO,O,0.9468478750385262,522,de responsabilidade dos ordenadores de despesa e
verificação,O,I-RECOMENDACAO,0.8696530990045773,736,procedimentos periódicos de verificação e controle da
(elemento,O,I-RESSARCIMENTO,0.8518334620979192,831,Casa Legislativa Municipal (elemento de despesa nº
do,I-OBRIGACAO,O,0.9503488595427819,616,que a íntegra do processo está disponível
Controle,O,I-RECOMENDACAO,0.9310256059853426,107,à Secretaria de Controle Externo – SECEX
"atualizados,",O,I-RESSARCIMENTO,0.9171324032410463,792,"a serem devidamente atualizados, conforme impõe o"
se,O,I-RESSARCIMENTO,0.9057356660450177,831,"R$ 2.900,00, que se refere à soma"
prédio,O,I-RESSARCIMENTO,0.8999395900994218,831,o aluguel do prédio da sede da
desfavor,O,I-MULTA,0.9449482684296961,716,"cem reais), em desfavor do Sr. Bruno"
inteiro,I-OBRIGACAO,O,0.9461946809765235,671,"acordo com o inteiro teor desta Decisão,"
ela,O,I-RECOMENDACAO,0.929250406795353,92,"Unidades Técnicas a ela vinculadas. Por fim,"
que,O,I-RECOMENDACAO,0.9331442582713996,767,vistas a impedir que processos fiquem paralisados
a,O,I-RECOMENDACAO,0.9292113340815444,92,procedimentos com vistas a impedir a consumação
ocorrência,O,I-RECOMENDACAO,0.9326665384106849,767,"evite, assim, a ocorrência de prescrição intercorrente,"
compõe,O,I-OBRIGACAO,0.5886094153908188,629,cada parcela que compõe a remuneração da
à,O,I-RESSARCIMENTO,0.8671854418954557,831,que se refere à soma das despesas
–,O,I-RECOMENDACAO,0.9259065002837513,92,de Controle Externo – SECEX desta Corte
"dias,",O,I-OBRIGACAO,0.9044400349879689,528,"de 60 (sessenta) dias, a contar da"
de,O,I-MULTA,0.7488597208851581,464,"multa no valor de R$ 1.000,00 (hum"
"questão,",O,I-OBRIGACAO,0.6760371802405223,528,"da irregularidade em questão, contendo cronograma que"
ante,O,I-MULTA,0.9391486761401765,717,"e oitocentos reais), ante o atraso na"
Unidade,O,B-RECOMENDACAO,0.20929914269933345,408,atual responsável pela Unidade de Controle Interno
as,O,B-RECOMENDACAO,0.20929914269933345,830,"TCE/RN). d) Considerando as contas como Irregulares,"
121/1994,O,B-RECOMENDACAO,0.20929914269933345,830,Complementar n. º 121/1994 (Lei Orgânica do
da,O,B-RECOMENDACAO,0.20929914269933345,830,"§2. º, “b” da Lei Complementar n."
"78,",O,B-RECOMENDACAO,0.20929914269933345,830,"cabíveis, conforme art. 78, §2. º, “b”"
art.,O,B-RECOMENDACAO,0.20929914269933345,830,"criminais cabíveis, conforme art. 78, §2. º,"
"cabíveis,",O,B-RECOMENDACAO,0.20929914269933345,830,"cíveis e criminais cabíveis, conforme art. 78,"
Ministério,O,B-RECOMENDACAO,0.20929914269933345,830,Estado e ao Ministério Público para a
Estado,O,B-RECOMENDACAO,0.20929914269933345,830,Procuradoria Geral do Estado e ao Ministério
comandos,O,B-RECOMENDACAO,0.20929914269933345,594,de todos os comandos desta Decisão; x)
os,O,B-RECOMENDACAO,0.20929914269933345,594,cumprimento de todos os comandos desta Decisão;
de,O,B-RECOMENDACAO,0.20929914269933345,594,"ainda, o cumprimento de todos os comandos"
"ainda,",O,B-RECOMENDACAO,0.20929914269933345,594,"DAP que monitore, ainda, o cumprimento de"
determinação,O,B-RECOMENDACAO,0.20929914269933345,594,deferida; ix) pela determinação à Diretoria de
medida,O,B-RECOMENDACAO,0.20929914269933345,594,de parte da medida cautelar deferida; ix)
pelo,O,B-RECOMENDACAO,0.20929914269933345,830,"da Constituição Federal, pelo pagamento acima do"
Prefeito,O,B-RECOMENDACAO,0.20929914269933345,408,"de Alencar Carvalho, Prefeito do Município de"
de,O,B-RECOMENDACAO,0.20929914269933345,530,anteriormente nesta proposta de voto.
anteriormente,O,B-RECOMENDACAO,0.20929914269933345,530,as determinações expostas anteriormente nesta proposta de
representar,O,B-RECOMENDACAO,0.20929914269933345,594,Decisão; x) por representar imediatamente ao Ministério
de,O,B-RECOMENDACAO,0.20929914269933345,778,d) Pela aplicação de multa no percentual
trânsito,O,B-RECOMENDACAO,0.20929914269933345,830,"após o seu trânsito em julgado, de"
de,O,B-RECOMENDACAO,0.20929914269933345,835,Determando o encaminhamento de cópias das principais
após,O,B-RECOMENDACAO,0.20929914269933345,830,"d.1) Imediata remessa, após o seu trânsito"
por,O,B-RECOMENDACAO,0.20929914269933345,594,desta Decisão; x) por representar imediatamente ao
das,O,B-RECOMENDACAO,0.20929914269933345,835,encaminhamento de cópias das principais peças deste
Imediata,O,B-RECOMENDACAO,0.20929914269933345,830,"por cento). d.1) Imediata remessa, após o"
(oitenta,O,B-RECOMENDACAO,0.20929914269933345,830,foi de 86% (oitenta e seis por
"Redondo/RN,",O,B-RECOMENDACAO,0.20929914269933345,408,"Município de Campo Redondo/RN, e Sr. Renam"
que,O,B-RECOMENDACAO,0.20929914269933345,830,"pagamento, uma vez que o percentual atingido"
sua,O,B-RECOMENDACAO,0.20929914269933345,830,por cento) de sua receita com folha
Decisão;,O,B-RECOMENDACAO,0.20929914269933345,594,os comandos desta Decisão; x) por representar
70%,O,B-RECOMENDACAO,0.20929914269933345,830,máximo legal de 70% (setenta por cento)
expostas,O,B-RECOMENDACAO,0.20929914269933345,530,consoante as determinações expostas anteriormente nesta proposta
parte,O,B-RECOMENDACAO,0.20929914269933345,594,do descumprimento de parte da medida cautelar
do,O,B-RECOMENDACAO,0.20929914269933345,408,"Alencar Carvalho, Prefeito do Município de Campo"
do,O,B-RECOMENDACAO,0.20929914269933345,594,cominada em função do descumprimento de parte
que,O,B-RECOMENDACAO,0.20929914269933345,594,"- DAE, para que promova a execução"
Parecer,O,B-RECOMENDACAO,0.20929914269933345,726,as conclusões deste Parecer não excluem o
"julgamento,",O,B-RECOMENDACAO,0.20929914269933345,726,"não excluem o julgamento, por este Tribunal,"
de,O,B-RECOMENDACAO,0.20929914269933345,726,responsabilidade dos ordenadores de despesa e demais
pela,O,B-RECOMENDACAO,0.20929914269933345,594,art. 110); iv) pela confirmação da medida
por,O,B-RECOMENDACAO,0.20929914269933345,726,"e demais responsáveis por dinheiros, bens e"
bens,O,B-RECOMENDACAO,0.20929914269933345,726,"responsáveis por dinheiros, bens e valores públicos."
art.,O,B-RECOMENDACAO,0.20929914269933345,830,"o ato, conforme art. 78, §2. º,"
valores,O,B-RECOMENDACAO,0.20929914269933345,726,"dinheiros, bens e valores públicos."
agente,O,B-RECOMENDACAO,0.20929914269933345,830,a responsabilidade do agente que praticou o
responsabilidade,O,B-RECOMENDACAO,0.20929914269933345,830,c.3) Fixar a responsabilidade do agente que
a,O,B-RECOMENDACAO,0.20929914269933345,830,TCE/RN); c.3) Fixar a responsabilidade do agente
Fixar,O,B-RECOMENDACAO,0.20929914269933345,830,do TCE/RN); c.3) Fixar a responsabilidade do
confirmação,O,B-RECOMENDACAO,0.20929914269933345,594,"contratação; v) pela confirmação da determinação para,"
aplicação,O,B-RECOMENDACAO,0.20929914269933345,594,"1.000,00; vi) pela aplicação da multa no"
Decisão.,O,B-RECOMENDACAO,0.20929914269933345,408,dos termos desta Decisão.
conclusões,O,B-RECOMENDACAO,0.20929914269933345,726,Esclarecer que as conclusões deste Parecer não
que,O,B-RECOMENDACAO,0.20929914269933345,726,Município. 6) Esclarecer que as conclusões deste
6),O,B-RECOMENDACAO,0.20929914269933345,726,contábeis do Município. 6) Esclarecer que as
contábeis,O,B-RECOMENDACAO,0.20929914269933345,726,qualidade das informações contábeis do Município. 6)
ao,O,B-RECOMENDACAO,0.20929914269933345,594,por representar imediatamente ao Ministério Público Estadual
e,O,B-RECOMENDACAO,0.20929914269933345,594,"Diretoria de Atos e Execuções - DAE,"
Atos,O,B-RECOMENDACAO,0.20929914269933345,594,à Diretoria de Atos e Execuções -
expedição,O,B-RECOMENDACAO,0.20929914269933345,594,presentes; vii) pela expedição de recomendação para
vii),O,B-RECOMENDACAO,0.20929914269933345,594,comandos nela presentes; vii) pela expedição de
à,O,B-RECOMENDACAO,0.20929914269933345,830,"peças que indicar, à Procuradoria Geral do"
que,O,B-RECOMENDACAO,0.20929914269933345,830,"ou das peças que indicar, à Procuradoria"
em,O,B-RECOMENDACAO,0.20929914269933345,594,da multa cominada em função do descumprimento
ou,O,B-RECOMENDACAO,0.20929914269933345,830,"autenticadas do processo, ou das peças que"
o,O,B-RECOMENDACAO,0.20929914269933345,830,"Imediata remessa, após o seu trânsito em"
Emissão,O,B-RECOMENDACAO,0.20929914269933345,726,nº 012/2016-TCE. 5) Emissão de recomendação ao
recomendação,O,B-RECOMENDACAO,0.20929914269933345,726,5) Emissão de recomendação ao atual Chefe
do,O,B-RECOMENDACAO,0.20929914269933345,830,121/1994 (Lei Orgânica do TCERN); c.4) Imediata
n.,O,B-RECOMENDACAO,0.20929914269933345,830,da Lei Complementar n. º 121/1994 (Lei
“a”,O,B-RECOMENDACAO,0.20929914269933345,830,"78, §2. º, “a” da Lei Complementar"
Chefe,O,B-RECOMENDACAO,0.20929914269933345,726,recomendação ao atual Chefe do Poder Executivo
de,O,B-RECOMENDACAO,0.20929914269933345,830,"trânsito em julgado, de cópias autenticadas do"
quanto,O,B-RECOMENDACAO,0.20929914269933345,495,seus quadros; h) quanto à determinação acima
121/1994.,O,B-RECOMENDACAO,0.20929914269933345,835,da LCE n.º 121/1994. Determando o encaminhamento
"3º,",O,B-RECOMENDACAO,0.20929914269933345,835,"“a” e § 3º, alínea “a”, da"
de,O,B-RECOMENDACAO,0.20929914269933345,778,reais) pela aquisição de polpas de frutas;
seis,O,B-RECOMENDACAO,0.20929914269933345,778,"96,00 (noventa e seis reais) pela aquisição"
(noventa,O,B-RECOMENDACAO,0.20929914269933345,778,"de R$ 96,00 (noventa e seis reais)"
de,O,B-RECOMENDACAO,0.20929914269933345,778,"às anteriores condenações de R$ 96,00 (noventa"
improbidade,O,B-RECOMENDACAO,0.20929914269933345,778,"e/ou atos de improbidade administrativa, e ainda,"
infrações,O,B-RECOMENDACAO,0.20929914269933345,778,apuração de eventuais infrações penais e/ou atos
apuração,O,B-RECOMENDACAO,0.20929914269933345,778,"Público Estadual, para apuração de eventuais infrações"
de,O,B-RECOMENDACAO,0.20929914269933345,778,"polpas de frutas; de R$ 55.000,00 (cinquenta"
ao,O,B-RECOMENDACAO,0.20929914269933345,495,f) pela proibição ao Município de Lagoa
pela,O,B-RECOMENDACAO,0.20929914269933345,495,de mora; f) pela proibição ao Município
processo,O,B-RECOMENDACAO,0.20929914269933345,778,autenticada do presente processo ao Ministério Público
cópia,O,B-RECOMENDACAO,0.20929914269933345,778,Pela remessa de cópia autenticada do presente
"21º,",O,B-RECOMENDACAO,0.20929914269933345,830,"art. %%, § 21º, da LRF: a)"
art.,O,B-RECOMENDACAO,0.20929914269933345,830,"nos termos do art. %%, § 21º,"
do,O,B-RECOMENDACAO,0.20929914269933345,830,"semestre/2010, nos termos do art. %%, §"
k),O,B-RECOMENDACAO,0.20929914269933345,495,subsistência de mora; k) por representar imediatamente
proibição,O,B-RECOMENDACAO,0.20929914269933345,495,mora; f) pela proibição ao Município de
por,O,B-RECOMENDACAO,0.20929914269933345,495,de mora; k) por representar imediatamente ao
j),O,B-RECOMENDACAO,0.20929914269933345,495,subsistência de mora; j) pela assinatura de
art.,O,B-RECOMENDACAO,0.20929914269933345,830,"como irregulares, conforme art. 78, I da"
e,O,B-RECOMENDACAO,0.20929914269933345,778,diante dos documentos e argumentos recursais apresentados.
as,O,B-RECOMENDACAO,0.20929914269933345,778,por restarem sanadas as irregularidades diante dos
por,O,B-RECOMENDACAO,0.20929914269933345,778,sentido de afastá-las por restarem sanadas as
i),O,B-RECOMENDACAO,0.20929914269933345,495,subsistência de mora; i) pela estipulação de
de,O,B-RECOMENDACAO,0.20929914269933345,495,i) pela estipulação de prazo de 18
Aplicação,O,B-RECOMENDACAO,0.20929914269933345,830,(2º semestre); c.2) Aplicação de multa no
c.2),O,B-RECOMENDACAO,0.20929914269933345,830,2010 (2º semestre); c.2) Aplicação de multa
as,O,B-RECOMENDACAO,0.20929914269933345,830,"semestre); c) Considerar as contas como irregulares,"
"básicas,",O,B-RECOMENDACAO,0.20929914269933345,778,"(duas mil) cestas básicas, reformando a decisão"
(duas,O,B-RECOMENDACAO,0.20929914269933345,778,"aquisição de 2.000 (duas mil) cestas básicas,"
reais),O,B-RECOMENDACAO,0.20929914269933345,778,e oito mil reais) pela aquisição de
oito,O,B-RECOMENDACAO,0.20929914269933345,778,"78.000,00 (setenta e oito mil reais) pela"
automotivos;,O,B-RECOMENDACAO,0.20929914269933345,778,pneus e lubrificantes automotivos; e de R$
121/1994,O,B-RECOMENDACAO,0.20929914269933345,830,Lei Complementar n.º 121/1994 com: c.1) Aplicação
I,O,B-RECOMENDACAO,0.20929914269933345,830,"conforme art. 78, I da Lei Complementar"
"78,",O,B-RECOMENDACAO,0.20929914269933345,830,"irregulares, conforme art. 78, I da Lei"
mil),O,B-RECOMENDACAO,0.20929914269933345,778,"de 2.000 (duas mil) cestas básicas, reformando"
José,O,B-RECOMENDACAO,0.20929914269933345,830,"1988. Ao gestor, José Menezes Júnior, responsável"
Ao,O,B-RECOMENDACAO,0.20929914269933345,830,"Federal de 1988. Ao gestor, José Menezes"
de,O,B-RECOMENDACAO,0.20929914269933345,830,"da Constituição Federal de 1988. Ao gestor,"
interposição,O,B-RECOMENDACAO,0.20929914269933345,608,legal sem a interposição de recurso em
legal,O,B-RECOMENDACAO,0.20929914269933345,608,Transcorrido o prazo legal sem a interposição
prazo,O,B-RECOMENDACAO,0.20929914269933345,608,464/2012. Transcorrido o prazo legal sem a
3),O,B-RECOMENDACAO,0.20929914269933345,608,Resolução n. 011/2016-TC; 3) pela imediata remessa
penais,O,B-RECOMENDACAO,0.20929914269933345,829,de possíveis ilícitos penais e/ou atos de
penal.,O,B-RECOMENDACAO,0.20929914269933345,594,administrativa ou ilícito penal.
ilícito,O,B-RECOMENDACAO,0.20929914269933345,594,improbidade administrativa ou ilícito penal.
"Decisum,",O,B-RECOMENDACAO,0.20929914269933345,608,"face do presente Decisum, deverá a Diretoria"
de,O,B-RECOMENDACAO,0.20929914269933345,594,prática de ato de improbidade administrativa ou
públicos.,O,B-RECOMENDACAO,0.20929914269933345,523,bens e valores públicos.
os,O,B-RECOMENDACAO,0.20929914269933345,835,metro quadrado; Todos os valores deverão ser
